[2025-05-27T18:23:25.247293200] PAGE_VIEW - User viewed presentation (IP: 0:0:0:0:0:0:0:1, Path: /presentation, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:23:28.026335] PAGE_VIEW - User viewed presentation (IP: 0:0:0:0:0:0:0:1, Path: /presentation, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:23:29.007119700] PAGE_VIEW - User viewed security team (IP: 0:0:0:0:0:0:0:1, Path: /security-team, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:23:30.005883] PAGE_VIEW - User viewed monitoring team (IP: 0:0:0:0:0:0:0:1, Path: /monitoring-team, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:23:32.001412100] PAGE_VIEW - User viewed security team (IP: 0:0:0:0:0:0:0:1, Path: /security-team, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:23:38.235208200] PAGE_VIEW - User visited attack page (IP: 0:0:0:0:0:0:0:1, Path: /attack, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:23:39.156061700] PAGE_VIEW - User viewed AI team (IP: 0:0:0:0:0:0:0:1, Path: /ai-team, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:23:39.901361200] PAGE_VIEW - User viewed monitoring team (IP: 0:0:0:0:0:0:0:1, Path: /monitoring-team, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:23:43.065309600] PAGE_VIEW - User viewed AI team (IP: 0:0:0:0:0:0:0:1, Path: /ai-team, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:23:45.152047] PAGE_VIEW - User viewed monitoring team (IP: 0:0:0:0:0:0:0:1, Path: /monitoring-team, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:23:46.720486100] PAGE_VIEW - User viewed security team (IP: 0:0:0:0:0:0:0:1, Path: /security-team, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:23:51.433316100] PAGE_VIEW - User viewed presentation (IP: 0:0:0:0:0:0:0:1, Path: /presentation, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:23:53.198139500] PAGE_VIEW - User visited home page (IP: 0:0:0:0:0:0:0:1, Path: /, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:24:59.149203900] PAGE_VIEW - User viewed presentation (IP: 0:0:0:0:0:0:0:1, Path: /presentation, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:25:08.438638600] PAGE_VIEW - User visited home page (IP: 0:0:0:0:0:0:0:1, Path: /, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:25:10.397663400] PAGE_VIEW - User viewed security team (IP: 0:0:0:0:0:0:0:1, Path: /security-team, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:25:11.512781500] PAGE_VIEW - User viewed monitoring team (IP: 0:0:0:0:0:0:0:1, Path: /monitoring-team, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:25:12.429927600] PAGE_VIEW - User viewed AI team (IP: 0:0:0:0:0:0:0:1, Path: /ai-team, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T18:25:13.401878500] PAGE_VIEW - User visited attack page (IP: 0:0:0:0:0:0:0:1, Path: /attack, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T21:14:35.900408719] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T21:34:54.257417117] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T21:35:05.626696486] PAGE_VIEW - User visited home page (IP: 127.0.0.1, Path: /, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-27T21:35:06.895584144] PAGE_VIEW - User visited home page (IP: 127.0.0.1, Path: /, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T00:57:02.933408236] PAGE_VIEW - User visited home page (IP: 127.0.0.1, Path: /, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T00:57:05.883324478] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T00:58:05.317095190] PAGE_VIEW - User viewed security team (IP: 127.0.0.1, Path: /security-team, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T00:58:10.835011239] PAGE_VIEW - User viewed security team (IP: 127.0.0.1, Path: /security-team, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T00:58:16.628852348] PAGE_VIEW - User visited home page (IP: 127.0.0.1, Path: /, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T00:58:23.591195114] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T00:59:14.039666423] PAGE_VIEW - User viewed security team (IP: 127.0.0.1, Path: /security-team, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T00:59:46.874374876] PAGE_VIEW - User visited home page (IP: 127.0.0.1, Path: /, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T00:59:58.749315222] PAGE_VIEW - User viewed security team (IP: 127.0.0.1, Path: /security-team, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:00:08.352545828] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:07:21.781356139] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:08:31.937776087] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:08:33.558971128] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:09:10.370377960] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:10:23.968972591] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:10:25.452818359] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:13:38.331609202] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:15:45.289049628] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:16:32.976996325] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:17:53.360232245] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:22:43.163929305] PAGE_VIEW - User visited home page (IP: 127.0.0.1, Path: /, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:22:45.557933338] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:27:14.672261543] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
[2025-05-28T01:34:57.356449543] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36)
=======
[2025-05-28T00:54:31.425745200] PAGE_VIEW - User visited home page (IP: 192.168.2.180, Path: /, Status: 200, Agent: Avast Antivirus)
[2025-05-28T00:54:48.031501600] PAGE_VIEW - User visited home page (IP: 192.168.2.180, Path: /, Status: 200, Agent: null)
[2025-05-28T01:08:42.905492300] PAGE_VIEW - User visited home page (IP: 127.0.0.1, Path: /, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:08:45.089611800] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:13:39.204071700] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:15:22.700270300] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:18:21.310092100] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:22:31.812283800] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:22:32.812492700] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:22:35.355996100] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:27:56.638032] VIEW_LOGS - User viewed system logs (IP: 127.0.0.1, Path: /logs, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:27:59.803360100] PAGE_VIEW - User visited attack page (IP: 127.0.0.1, Path: /attack, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:28:00.841418200] VIEW_LOGS - User viewed system logs (IP: 127.0.0.1, Path: /logs, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:28:05.615156800] PAGE_VIEW - User viewed AI team (IP: 127.0.0.1, Path: /ai-team, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:28:06.541423600] PAGE_VIEW - User viewed monitoring team (IP: 127.0.0.1, Path: /monitoring-team, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:28:07.767786100] VIEW_LOGS - User viewed system logs (IP: 127.0.0.1, Path: /logs, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
[2025-05-28T01:28:13.977663100] PAGE_VIEW - User viewed presentation (IP: 127.0.0.1, Path: /presentation, Status: 200, Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36)
>>>>>>> 4dc9ce14ef44f47e169ddd0a5ca7ee68061767cf
